planet_name,host_star,discovery_method,discovery_year,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temperature,star_temperature,star_radius,star_mass,distance_pc,right_ascension,declination
Kepler-287 b,Kepler-287,Transit,2014,20.34229,2.6,,677.0,5779.0,1.0,0.93,835.86,290.9274282,48.4434588
Kepler-287 b,Kepler-287,Transit,2014,20.34237838,,,,5486.3,0.94821,0.96,835.86,290.9274282,48.4434588
Kepler-287 b,Kepler-287,Transit,2014,20.34234237,2.27,,,5648.0,0.95,0.97,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,44.8521,,66.0,,,0.906,0.963,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,,2.881,,,5547.0,0.922,,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,44.8520997,3.35,,513.0,5514.0,1.071,0.926,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,44.8521071,3.5,,522.0,5800.0,1.012,0.947,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,44.8521071,3.3,,,5648.0,0.95,0.97,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,44.851978,,,,5486.3,0.94821,0.96,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,44.85199,3.1,,520.0,5779.0,1.0,0.93,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,44.8520997,,,,5486.3,0.94821,0.96,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,44.851896,3.26,,,5806.0,1.032,,835.86,290.9274282,48.4434588
Kepler-287 c,Kepler-287,Transit,2014,44.8521071,3.129,,,5547.0,0.905,0.963,835.86,290.9274282,48.4434588
Kepler-288 b,Kepler-288,Transit,2014,6.09750607,1.64,,1068.0,5918.0,1.068,0.931,1194.15,288.9163997,39.5947523
Kepler-288 b,Kepler-288,Transit,2014,6.0974254933,,,,5670.0,1.10538,1.01,1194.15,288.9163997,39.5947523
Kepler-288 b,Kepler-288,Transit,2014,6.09750607,1.598,,,5698.0,1.039,0.842,1194.15,288.9163997,39.5947523
Kepler-288 b,Kepler-288,Transit,2014,6.09747233,2.22,,1197.0,5661.0,1.522,1.04,1194.15,288.9163997,39.5947523
Kepler-288 b,Kepler-288,Transit,2014,6.09741,1.64,,1035.0,5661.0,1.15,1.08,1194.15,288.9163997,39.5947523
Kepler-288 b,Kepler-288,Transit,2014,6.09750607,1.57,,,5837.0,1.02,1.03,1194.15,288.9163997,39.5947523
Kepler-288 b,Kepler-288,Transit,2014,6.097326,1.67,,,5918.0,1.091,,1194.15,288.9163997,39.5947523
Kepler-288 b,Kepler-288,Transit,2014,6.09747233,,,,5670.0,1.10538,1.01,1194.15,288.9163997,39.5947523
Kepler-288 b,Kepler-288,Transit,2014,,1.558,,,5698.0,1.07,,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,19.30563,3.08,,703.0,5661.0,1.15,1.08,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,19.30572737,,,,5670.0,1.10538,1.01,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,19.30581662,4.0,,815.0,5661.0,1.522,1.04,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,19.30577159,2.91,,,5837.0,1.02,1.03,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,19.305761357,,,,5670.0,1.10538,1.01,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,19.30577159,3.03,,728.0,5918.0,1.068,0.931,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,19.30577159,2.947,,,5698.0,1.039,0.842,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,19.305772,2.85,,,5918.0,1.091,,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,,2.813,,,5698.0,1.07,,1194.15,288.9163997,39.5947523
Kepler-288 c,Kepler-288,Transit,2014,19.30581662,,,,5670.0,1.10538,1.01,1194.15,288.9163997,39.5947523
Kepler-288 d,Kepler-288,Transit,2014,56.6388791,3.53,,,5837.0,1.02,1.03,1194.15,288.9163997,39.5947523
Kepler-288 d,Kepler-288,Transit,2014,56.6388791,3.62,,508.0,5918.0,1.068,0.931,1194.15,288.9163997,39.5947523
Kepler-288 d,Kepler-288,Transit,2014,56.633742,2.67,,,5918.0,1.091,,1194.15,288.9163997,39.5947523
Kepler-288 d,Kepler-288,Transit,2014,,2.59,,,5698.0,1.07,,1194.15,288.9163997,39.5947523
Kepler-288 d,Kepler-288,Transit,2014,56.637918,3.68,,570.0,5661.0,1.522,1.04,1194.15,288.9163997,39.5947523
Kepler-288 d,Kepler-288,Transit,2014,56.6388791,3.513,,,5698.0,1.039,0.842,1194.15,288.9163997,39.5947523
Kepler-288 d,Kepler-288,Transit,2014,56.637918,,,,5670.0,1.10538,1.01,1194.15,288.9163997,39.5947523
Kepler-288 d,Kepler-288,Transit,2014,56.6344,2.87,,492.0,5661.0,1.15,1.08,1194.15,288.9163997,39.5947523
Kepler-288 d,Kepler-288,Transit,2014,56.63849917,,,,5670.0,1.10538,1.01,1194.15,288.9163997,39.5947523
Kepler-289 b,Kepler-289,Transit,2014,34.543907316,,,,5968.88,1.0645,1.1,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.545,2.15,7.3,,5990.0,1.0,1.08,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.5438464,3.41,,750.0,6279.0,1.598,1.158,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.54363,3.8,,755.0,6260.0,1.64,1.17,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.5439452,,,,5968.88,1.0645,1.1,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.54395,,24.7,,,0.985,1.061,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,,2.423,,,5989.0,1.01,,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.5438464,2.45,,,6001.0,1.13,1.08,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.5383,2.49,3.7,,5990.0,1.0,1.08,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.543901,2.43,,,5930.0,1.162,,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.5438464,2.121,,,5989.0,0.994,1.061,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.5439452,2.67,,607.0,5933.0,1.115,0.998,704.438,297.4653351,42.8828517
Kepler-289 b,Kepler-289,Transit,2014,34.54398442,,,,5968.88,1.0645,1.1,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.86546,18.6,,491.0,6260.0,1.64,1.17,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.86543389,18.17,,487.0,6279.0,1.598,1.158,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.865402,,268.0,,,0.985,1.061,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.86543389,11.307,,,5989.0,0.994,1.061,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,,11.208,,,5989.0,1.01,,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.86590481387,11.55958327,,162.2,5968.88,1.0645,,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.86526539,,,,5968.88,1.0645,1.1,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.866438,13.04,,,5930.0,1.162,,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.8723,11.23,157.18,,5990.0,1.0,1.08,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.86540191,12.37,,394.0,5933.0,1.115,0.998,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.86543389,12.77,,,6001.0,1.13,1.08,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.86540191,,,,5968.88,1.0645,1.1,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.865,11.54527,133.4886,,6326.0,1.46,1.35,704.438,297.4653351,42.8828517
Kepler-289 c,Kepler-289,Transit,2014,125.8518,11.59,132.0,,5990.0,1.0,1.08,704.438,297.4653351,42.8828517
Kepler-289 d,Kepler-289,Transit,2014,66.0634,2.68,4.0,,5990.0,1.0,1.08,704.438,297.4653351,42.8828517
Kepler-289 d,Kepler-289,Transit,2014,66.0282,3.03,5.33,,5990.0,1.0,1.08,704.438,297.4653351,42.8828517
Kepler-289 e,Kepler-289,Transit,2025,330.071558,2.94,,286.0,5933.0,1.115,0.998,704.438,297.4653351,42.8828517
Kepler-289 e,Kepler-289,Transit,2025,330.0716,,17.4,,,0.985,1.061,704.438,297.4653351,42.8828517
Kepler-289 e,Kepler-289,Transit,2025,330.071558,,,,5968.88,1.0645,1.1,704.438,297.4653351,42.8828517
Kepler-29 b,Kepler-29,Transit,2011,10.3392408,,,,5358.15,0.824495,0.93,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,10.3376,3.6,127.1,,5750.0,0.96,1.0,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,10.3392924,2783.7,,776.0,5716.0,0.872,0.97,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,10.3392385,,,,5358.15,0.824495,0.93,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,10.3392924,,,,5358.15,0.824495,0.93,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,10.33974,2.55,5.0,,5378.0,0.732,0.761,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,10.3392408,2.98,,777.0,5730.0,0.87,0.968,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,10.338082,3.8,,825.0,5966.0,0.92,1.028,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,,2.557,,,5378.0,0.748,,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,10.3392924,2326.995,,,5378.0,0.732,0.761,832.532,298.348382,47.4913021
Kepler-29 b,Kepler-29,Transit,2011,10.3384,3.35,4.51,,5701.0,0.932,0.979,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.28689997,2.78,,715.0,5730.0,0.87,0.968,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,,2.39,,,5378.0,0.748,,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.28689997,,,,5358.15,0.824495,0.93,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.28706214,,,,5358.15,0.824495,0.93,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.28689074,1226.4,,714.0,5716.0,0.872,0.97,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.28689074,1023.268,,,5378.0,0.732,0.761,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.28992,3.5,,759.0,5966.0,0.92,1.028,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.2884,3.14,4.0,,5701.0,0.932,0.979,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.2907,2.9,95.3,,5750.0,0.96,1.0,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.28613,2.34,4.5,,5378.0,0.732,0.761,832.532,298.348382,47.4913021
Kepler-29 c,Kepler-29,Transit,2011,13.28689074,,,,5358.15,0.824495,0.93,832.532,298.348382,47.4913021
Kepler-290 b,Kepler-290,Transit,2014,14.58932462,2.18,,596.0,5153.0,0.759,0.848,694.627,286.4100307,42.6815137
Kepler-290 b,Kepler-290,Transit,2014,,2.177,,,4962.0,0.709,,694.627,286.4100307,42.6815137
Kepler-290 b,Kepler-290,Transit,2014,14.589501,2.22,,575.0,5115.0,0.7,0.798,694.627,286.4100307,42.6815137
Kepler-290 b,Kepler-290,Transit,2014,14.58932429,,,,4881.0,0.712326,0.8,694.627,286.4100307,42.6815137
Kepler-290 b,Kepler-290,Transit,2014,14.58932462,2.12,,,4958.0,0.75,0.79,694.627,286.4100307,42.6815137
Kepler-290 b,Kepler-290,Transit,2014,14.58936813,,,,4881.0,0.712326,0.8,694.627,286.4100307,42.6815137
Kepler-290 b,Kepler-290,Transit,2014,14.5891718207,,,,4881.0,0.712326,0.8,694.627,286.4100307,42.6815137
Kepler-290 b,Kepler-290,Transit,2014,14.58932429,2.32,,594.0,5142.0,0.755,0.84,694.627,286.4100307,42.6815137
Kepler-290 b,Kepler-290,Transit,2014,14.58932462,1.999,,,4962.0,0.696,0.756,694.627,286.4100307,42.6815137
Kepler-290 b,Kepler-290,Transit,2014,14.589347,2.25,,,5147.0,0.743,,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,,2.654,,,4962.0,0.709,,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,36.77031,2.7,,,5147.0,0.743,,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,36.7704935,,,,4881.0,0.712326,0.8,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,36.7704731,3.44,,438.0,5153.0,0.759,0.848,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,36.7704731,3.35,,,4958.0,0.75,0.79,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,36.7704244278,,,,4881.0,0.712326,0.8,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,36.7704935,2.83,,437.0,5142.0,0.755,0.84,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,36.7704731,3.146,,,4962.0,0.696,0.756,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,36.77045659,,,,4881.0,0.712326,0.8,694.627,286.4100307,42.6815137
Kepler-290 c,Kepler-290,Transit,2014,36.77019,2.53,,422.0,5115.0,0.7,0.798,694.627,286.4100307,42.6815137
Kepler-290 d,Kepler-290,Transit,2023,0.764007986,0.89029998,,,5142.0,0.755,0.84,694.627,286.4100307,42.6815137
Kepler-290 d,Kepler-290,Transit,2023,0.764020072,0.89,,1596.0,5153.0,0.759,0.848,694.627,286.4100307,42.6815137
Kepler-290 d,Kepler-290,Transit,2023,0.764022,0.78,,1544.0,5115.0,0.7,0.798,694.627,286.4100307,42.6815137
Kepler-290 d,Kepler-290,Transit,2023,0.764017553,,,,4881.0,0.712326,0.8,694.627,286.4100307,42.6815137
Kepler-290 d,Kepler-290,Transit,2023,0.764017553,0.86,,1589.0,5142.0,0.755,0.84,694.627,286.4100307,42.6815137
Kepler-290 d,Kepler-290,Transit,2023,0.764020072,0.817,,,4962.0,0.696,0.756,694.627,286.4100307,42.6815137
Kepler-291 b,Kepler-291,Transit,2014,3.546534,2.07,,1164.0,5934.0,0.91,1.01,1786.48,287.9163029,42.4372666
Kepler-291 b,Kepler-291,Transit,2014,3.54653414,2.17,,1212.0,5993.0,0.986,1.093,1786.48,287.9163029,42.4372666
Kepler-291 b,Kepler-291,Transit,2014,3.54653414,1.9,,,5536.0,0.87,0.9,1786.48,287.9163029,42.4372666
Kepler-291 b,Kepler-291,Transit,2014,3.546531809,,,,5482.0,1.20351,0.96,1786.48,287.9163029,42.4372666
Kepler-291 b,Kepler-291,Transit,2014,3.546511,2.16,,,6002.0,1.016,,1786.48,287.9163029,42.4372666
Kepler-291 b,Kepler-291,Transit,2014,,2.724,,,5637.0,1.234,,1786.48,287.9163029,42.4372666
Kepler-291 b,Kepler-291,Transit,2014,3.54653414,2.605,,,5637.0,1.184,1.023,1786.48,287.9163029,42.4372666
Kepler-291 b,Kepler-291,Transit,2014,3.546531809,2.18,,1212.0,5993.0,0.986,1.093,1786.48,287.9163029,42.4372666
Kepler-291 b,Kepler-291,Transit,2014,3.5465417273,,,,5482.0,1.20351,0.96,1786.48,287.9163029,42.4372666
Kepler-291 c,Kepler-291,Transit,2014,5.70071153,1.93,,1034.0,5993.0,0.986,1.093,1786.48,287.9163029,42.4372666
Kepler-291 c,Kepler-291,Transit,2014,,2.546,,,5637.0,1.234,,1786.48,287.9163029,42.4372666
Kepler-291 c,Kepler-291,Transit,2014,5.70071153,1.71,,,5536.0,0.87,0.9,1786.48,287.9163029,42.4372666
Kepler-291 c,Kepler-291,Transit,2014,5.70070626,2.03,,1035.0,5993.0,0.986,1.093,1786.48,287.9163029,42.4372666
Kepler-291 c,Kepler-291,Transit,2014,5.7007251286,,,,5482.0,1.20351,0.96,1786.48,287.9163029,42.4372666
Kepler-291 c,Kepler-291,Transit,2014,5.70070626,,,,5482.0,1.20351,0.96,1786.48,287.9163029,42.4372666
Kepler-291 c,Kepler-291,Transit,2014,5.70078,1.76,,994.0,5934.0,0.91,1.01,1786.48,287.9163029,42.4372666
Kepler-291 c,Kepler-291,Transit,2014,5.70071153,2.32,,,5637.0,1.184,1.023,1786.48,287.9163029,42.4372666
Kepler-291 c,Kepler-291,Transit,2014,5.700786,1.88,,,6002.0,1.016,,1786.48,287.9163029,42.4372666
Kepler-292 b,Kepler-292,Transit,2014,2.580788,1.54,,1205.0,5447.0,0.88,0.834,1056.48,295.7661979,42.4242822
Kepler-292 b,Kepler-292,Transit,2014,2.5808178205,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 b,Kepler-292,Transit,2014,2.58082149,1.41,,,5282.0,0.81,0.85,1056.48,295.7661979,42.4242822
Kepler-292 b,Kepler-292,Transit,2014,2.58082149,1.65,,1229.0,5513.0,0.915,0.921,1056.48,295.7661979,42.4242822
Kepler-292 b,Kepler-292,Transit,2014,2.58083264,1.31,,1130.0,5296.0,0.808,0.821,1056.48,295.7661979,42.4242822
Kepler-292 b,Kepler-292,Transit,2014,2.58083264,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 b,Kepler-292,Transit,2014,,1.342,,,5248.0,0.83,,1056.48,295.7661979,42.4242822
Kepler-292 b,Kepler-292,Transit,2014,2.58082149,1.461,,,5248.0,0.813,0.865,1056.48,295.7661979,42.4242822
Kepler-292 b,Kepler-292,Transit,2014,2.580827,1.32,,,5299.0,0.826,,1056.48,295.7661979,42.4242822
Kepler-292 c,Kepler-292,Transit,2014,3.71545391,1.59,,,5282.0,0.81,0.85,1056.48,295.7661979,42.4242822
Kepler-292 c,Kepler-292,Transit,2014,3.7153994196,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 c,Kepler-292,Transit,2014,3.71545593,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 c,Kepler-292,Transit,2014,3.71545391,1.79,,1088.0,5513.0,0.915,0.921,1056.48,295.7661979,42.4242822
Kepler-292 c,Kepler-292,Transit,2014,3.715335,1.47,,,5299.0,0.826,,1056.48,295.7661979,42.4242822
Kepler-292 c,Kepler-292,Transit,2014,3.71545593,1.46,,1001.0,5296.0,0.808,0.821,1056.48,295.7661979,42.4242822
Kepler-292 c,Kepler-292,Transit,2014,3.71545391,1.589,,,5248.0,0.813,0.865,1056.48,295.7661979,42.4242822
Kepler-292 c,Kepler-292,Transit,2014,,1.502,,,5248.0,0.83,,1056.48,295.7661979,42.4242822
Kepler-292 c,Kepler-292,Transit,2014,3.715345,1.88,,1075.0,5447.0,0.88,0.834,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,7.0556671,2.3,,,5282.0,0.81,0.85,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,7.0556671,2.284,,,5248.0,0.813,0.865,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,,2.185,,,5248.0,0.83,,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,7.055652,2.7,,864.0,5447.0,0.88,0.834,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,7.0556671,2.57,,879.0,5513.0,0.915,0.921,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,7.05564542,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,7.0556832695,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,7.0556584,2.13,,808.0,5296.0,0.808,0.821,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,7.055679,2.23,,,5299.0,0.826,,1056.48,295.7661979,42.4242822
Kepler-292 d,Kepler-292,Transit,2014,7.0556584,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,11.9786837111,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,11.978822,2.543,,,5248.0,0.813,0.865,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,11.978822,2.56,,,5282.0,0.81,0.85,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,11.97877778,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,11.97884409,2.11,,678.0,5296.0,0.808,0.821,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,11.97884409,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,11.978822,2.86,,737.0,5513.0,0.915,0.921,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,,2.164,,,5248.0,0.83,,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,11.97865,2.5,,727.0,5447.0,0.88,0.834,1056.48,295.7661979,42.4242822
Kepler-292 e,Kepler-292,Transit,2014,11.97901,2.67,,,5299.0,0.826,,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,20.8342947,2.94,,613.0,5513.0,0.915,0.921,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,20.8341497,2.26,,563.0,5296.0,0.808,0.821,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,20.8341497,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,20.834237,2.35,,,5299.0,0.826,,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,20.83428,3.0,,602.0,5447.0,0.88,0.834,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,20.8343328525,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,20.8342947,2.57,,,5282.0,0.81,0.85,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,20.8342947,2.611,,,5248.0,0.813,0.865,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,,2.324,,,5248.0,0.83,,1056.48,295.7661979,42.4242822
Kepler-292 f,Kepler-292,Transit,2014,20.83419383,,,,5193.0,0.838226,0.88,1056.48,295.7661979,42.4242822
Kepler-293 b,Kepler-293,Transit,2014,19.2540405586,,,,5412.0,0.870183,0.94,974.633,286.3580611,42.4064917
Kepler-293 b,Kepler-293,Transit,2014,19.25405306,3.0,,657.0,5798.0,0.941,1.038,974.633,286.3580611,42.4064917
Kepler-293 b,Kepler-293,Transit,2014,19.25405306,2.89,,,5547.0,0.92,0.94,974.633,286.3580611,42.4064917
Kepler-293 b,Kepler-293,Transit,2014,19.25416,2.6,,624.0,5714.0,0.85,0.953,974.633,286.3580611,42.4064917
Kepler-293 b,Kepler-293,Transit,2014,19.25404023,3.04,,657.0,5798.0,0.941,1.038,974.633,286.3580611,42.4064917
Kepler-293 b,Kepler-293,Transit,2014,,2.75,,,5483.0,0.851,,974.633,286.3580611,42.4064917
Kepler-293 b,Kepler-293,Transit,2014,19.2540693,,,,5412.0,0.870183,0.94,974.633,286.3580611,42.4064917
Kepler-293 b,Kepler-293,Transit,2014,19.25404023,,,,5412.0,0.870183,0.94,974.633,286.3580611,42.4064917
Kepler-293 b,Kepler-293,Transit,2014,19.25405306,2.653,,,5483.0,0.833,0.934,974.633,286.3580611,42.4064917
Kepler-293 b,Kepler-293,Transit,2014,19.254196,3.07,,,5804.0,0.957,,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,54.1561078,3.81,,466.0,5798.0,0.941,1.038,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,54.1562671568,,,,5412.0,0.870183,0.94,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,54.1561078,3.365,,,5483.0,0.833,0.934,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,54.155743,3.83,,,5804.0,0.957,,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,54.15639829,,,,5412.0,0.870183,0.94,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,54.1561078,3.69,,,5547.0,0.92,0.94,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,54.1558384,3.88,,466.0,5798.0,0.941,1.038,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,54.15784,3.2,,442.0,5714.0,0.85,0.953,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,,3.504,,,5483.0,0.851,,974.633,286.3580611,42.4064917
Kepler-293 c,Kepler-293,Transit,2014,54.1558384,,,,5412.0,0.870183,0.94,974.633,286.3580611,42.4064917
Kepler-294 b,Kepler-294,Transit,2014,3.70120482,1.79,,1162.0,5910.0,0.94,1.032,1357.01,287.3920392,46.0592578
Kepler-294 b,Kepler-294,Transit,2014,3.701212,1.77,,,5913.0,0.976,,1357.01,287.3920392,46.0592578
Kepler-294 b,Kepler-294,Transit,2014,3.70120482,1.73,,,5559.0,0.93,0.95,1357.01,287.3920392,46.0592578
Kepler-294 b,Kepler-294,Transit,2014,3.70122061,1.62,,1087.0,5616.0,0.903,1.006,1357.01,287.3920392,46.0592578
Kepler-294 b,Kepler-294,Transit,2014,,1.675,,,5513.0,0.935,,1357.01,287.3920392,46.0592578
Kepler-294 b,Kepler-294,Transit,2014,3.70120482,1.727,,,5513.0,0.908,0.947,1357.01,287.3920392,46.0592578
Kepler-294 b,Kepler-294,Transit,2014,3.701311,1.74,,1129.0,5870.0,0.89,0.994,1357.01,287.3920392,46.0592578
Kepler-294 b,Kepler-294,Transit,2014,3.70122061,,,,5459.0,0.943307,0.95,1357.01,287.3920392,46.0592578
Kepler-294 b,Kepler-294,Transit,2014,3.7011973222,,,,5459.0,0.943307,0.95,1357.01,287.3920392,46.0592578
Kepler-294 c,Kepler-294,Transit,2014,6.62643626,2.73,,,5559.0,0.93,0.95,1357.01,287.3920392,46.0592578
Kepler-294 c,Kepler-294,Transit,2014,6.62643441,,,,5459.0,0.943307,0.95,1357.01,287.3920392,46.0592578
